specimen	species	location	country	insecticide	concentration	exposure_time	phenotype	plate
EA18-0300	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0301	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0302	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0303	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0304	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0305	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0306	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0307	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0308	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0309	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0310	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0311	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0312	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0313	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0314	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0315	gambiae	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0316	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0317	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0318	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0319	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0320	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0321	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0322	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0323	gambiae	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0324	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0325	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0326	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0327	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0328	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0329	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0330	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0331	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0332	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0333	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0334	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0335	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0336	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0337	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0338	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0339	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0340	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0341	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0342	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0343	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0344	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0345	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0346	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0347	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0348	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0349	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0350	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0351	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0352	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0353	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0354	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0355	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0356	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0357	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0358	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0359	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0360	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0361	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0362	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0363	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0364	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0365	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0366	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0367	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0368	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0369	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0370	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0371	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0372	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0373	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0374	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0375	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0376	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0377	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0378	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0379	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0380	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0381	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0382	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0383	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0384	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0385	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0386	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0387	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0388	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0389	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0390	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0391	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0392	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0393	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0394	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0395	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0396	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0397	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0398	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0399	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0400	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0401	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0402	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0403	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0404	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0405	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0406	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0407	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0408	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0409	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0410	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0411	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0412	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0413	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0414	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0415	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0416	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0417	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0418	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0419	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0420	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0421	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0422	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0423	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0424	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0425	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0426	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0427	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0428	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0429	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0430	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0431	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0432	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0433	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0434	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0435	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0436	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0437	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0438	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0439	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0440	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0441	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0442	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0443	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0444	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0445	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0446	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0447	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0448	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0449	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0450	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0451	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0452	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0453	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0454	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0455	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0456	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0457	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0458	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0459	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0460	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0461	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0462	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0463	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0464	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0465	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0466	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0467	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0468	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0469	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0470	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0471	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0472	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0473	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0474	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0475	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0476	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0477	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0478	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0479	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0480	arabiensis	Muleba	Tanzania	Delta	0.5	60	dead	TZ18_Plate01
EA18-0481	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0482	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0483	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0484	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0485	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0486	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0487	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0488	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0489	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0490	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0491	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0492	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0493	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0494	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0495	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0496	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0497	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0498	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0499	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0500	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0501	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0502	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0503	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0504	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0505	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0506	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0507	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0508	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0509	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0510	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0511	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0512	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0513	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0514	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0515	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0516	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0517	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0518	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0519	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0520	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0521	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0522	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0523	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0524	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0525	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0526	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0527	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0528	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0529	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0530	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0531	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0532	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0533	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0534	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0535	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0536	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0537	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0538	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0539	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0540	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0541	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0542	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0543	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0544	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0545	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0546	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0547	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0548	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0549	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0550	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0551	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0552	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0553	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0554	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0555	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0556	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0557	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0558	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0559	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0560	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0561	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0562	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0563	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0564	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0565	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0566	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0567	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0568	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0569	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0570	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0571	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0572	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0573	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0574	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0575	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
EA18-0576	arabiensis	Muleba	Tanzania	Delta	1	60	alive	TZ18_Plate02
